Model,Actual Gloss Label,Total Ground Truth,Predicted Gloss Label,Number of Confusions,Percentage of Confusions,Notes
Transformer,OCTOBER (39),86,DAUGHTER (55),2,2.33%,Low Confusion
Transformer,OCTOBER (39),86,UNCLE (58),1,1.16%,Low Confusion
Transformer,OCTOBER (39),86,AUNTIE (59),4,4.65%,Low Confusion
Transformer,OCTOBER (39),86,GIRL (63),2,2.33%,Low Confusion
Transformer,OCTOBER (39),86,LIGHT (83),2,2.33%,Low Confusion
Transformer,OCTOBER (39),86,BREAD (85),1,1.16%,Low Confusion
Transformer,OCTOBER (39),86,CHICKEN (89),1,1.16%,Low Confusion
Transformer,OCTOBER (39),86,RICE (91),2,2.33%,Low Confusion
Transformer,OCTOBER (39),86,HOT (95),1,1.16%,Low Confusion
Transformer,NOVEMBER (40),83,GOOD EVENING (2),1,1.20%,Low Confusion
Transformer,NOVEMBER (40),83,HOW ARE YOU (4),1,1.20%,Low Confusion
Transformer,NOVEMBER (40),83,NICE TO MEET YOU (6),1,1.20%,Low Confusion
Transformer,NOVEMBER (40),83,THANK YOU (7),1,1.20%,Low Confusion
Transformer,NOVEMBER (40),83,DON'T UNDERSTAND (11),1,1.20%,Low Confusion
Transformer,NOVEMBER (40),83,KNOW (12),1,1.20%,Low Confusion
Transformer,NOVEMBER (40),83,DON'T KNOW (13),1,1.20%,Low Confusion
Transformer,NOVEMBER (40),83,NO (14),2,2.41%,Low Confusion
Transformer,NOVEMBER (40),83,CORRECT (17),2,2.41%,Low Confusion
Transformer,NOVEMBER (40),83,FAST (19),1,1.20%,Low Confusion
Transformer,NOVEMBER (40),83,SIX (25),2,2.41%,Low Confusion
Transformer,NOVEMBER (40),83,EIGHT (27),1,1.20%,Low Confusion
Transformer,NOVEMBER (40),83,MARCH (32),1,1.20%,Low Confusion
Transformer,NOVEMBER (40),83,JULY (36),1,1.20%,Low Confusion
Transformer,NOVEMBER (40),83,FATHER (52),1,1.20%,Low Confusion
Transformer,NOVEMBER (40),83,MOTHER (53),1,1.20%,Low Confusion
Transformer,NOVEMBER (40),83,SON (54),1,1.20%,Low Confusion
Transformer,NOVEMBER (40),83,DAUGHTER (55),1,1.20%,Low Confusion
Transformer,NOVEMBER (40),83,AUNTIE (59),2,2.41%,Low Confusion
Transformer,NOVEMBER (40),83,PARENTS (61),1,1.20%,Low Confusion
Transformer,NOVEMBER (40),83,WOMAN (65),1,1.20%,Low Confusion
Transformer,NOVEMBER (40),83,WEELCHAIR PERSON (68),1,1.20%,Low Confusion
Transformer,NOVEMBER (40),83,DEAF BLIND (70),1,1.20%,Low Confusion
Transformer,NOVEMBER (40),83,GREEN (73),1,1.20%,Low Confusion
Transformer,NOVEMBER (40),83,LONGANISA (92),1,1.20%,Low Confusion
Transformer,NOVEMBER (40),83,CRAB (94),2,2.41%,Low Confusion
Transformer,NOVEMBER (40),83,HOT (95),1,1.20%,Low Confusion
Transformer,NOVEMBER (40),83,WINE (102),1,1.20%,Low Confusion
Transformer,NOVEMBER (40),83,NO SUGAR (104),2,2.41%,Low Confusion
Transformer,DECEMBER (41),83,DON'T KNOW (13),1,1.20%,Low Confusion
Transformer,DECEMBER (41),83,WRONG (16),1,1.20%,Low Confusion
Transformer,DECEMBER (41),83,FAST (19),2,2.41%,Low Confusion
Transformer,DECEMBER (41),83,ONE (20),1,1.20%,Low Confusion
Transformer,DECEMBER (41),83,THREE (22),1,1.20%,Low Confusion
Transformer,DECEMBER (41),83,FOUR (23),1,1.20%,Low Confusion
Transformer,DECEMBER (41),83,SIX (25),1,1.20%,Low Confusion
Transformer,DECEMBER (41),83,EIGHT (27),1,1.20%,Low Confusion
Transformer,DECEMBER (41),83,JANUARY (30),1,1.20%,Low Confusion
Transformer,DECEMBER (41),83,APRIL (33),1,1.20%,Low Confusion
Transformer,DECEMBER (41),83,OCTOBER (39),1,1.20%,Low Confusion
Transformer,DECEMBER (41),83,MONDAY (42),1,1.20%,Low Confusion
Transformer,DECEMBER (41),83,SUNDAY (48),1,1.20%,Low Confusion
Transformer,DECEMBER (41),83,FATHER (52),1,1.20%,Low Confusion
Transformer,DECEMBER (41),83,DAUGHTER (55),1,1.20%,Low Confusion
Transformer,DECEMBER (41),83,PARENTS (61),1,1.20%,Low Confusion
Transformer,DECEMBER (41),83,MAN (64),1,1.20%,Low Confusion
Transformer,DECEMBER (41),83,DEAF (66),1,1.20%,Low Confusion
Transformer,DECEMBER (41),83,HARD OF HEARING (67),4,4.82%,Low Confusion
Transformer,DECEMBER (41),83,DEAF BLIND (70),1,1.20%,Low Confusion
Transformer,DECEMBER (41),83,MARRIED (71),2,2.41%,Low Confusion
Transformer,DECEMBER (41),83,GREEN (73),1,1.20%,Low Confusion
Transformer,DECEMBER (41),83,WHITE (77),1,1.20%,Low Confusion
Transformer,DECEMBER (41),83,ORANGE (79),1,1.20%,Low Confusion
Transformer,DECEMBER (41),83,BREAD (85),1,1.20%,Low Confusion
Transformer,DECEMBER (41),83,EGG (86),1,1.20%,Low Confusion
Transformer,DECEMBER (41),83,MILK (98),2,2.41%,Low Confusion
Transformer,DECEMBER (41),83,SUGAR (103),1,1.20%,Low Confusion
Transformer,DECEMBER (41),83,NO SUGAR (104),1,1.20%,Low Confusion
Transformer,MONDAY (42),92,GOOD AFTERNOON (1),1,1.09%,Low Confusion
Transformer,MONDAY (42),92,HOW ARE YOU (4),2,2.17%,Low Confusion
Transformer,MONDAY (42),92,SEE YOU TOMORROW (9),1,1.09%,Low Confusion
Transformer,MONDAY (42),92,DON'T KNOW (13),2,2.17%,Low Confusion
Transformer,MONDAY (42),92,NO (14),5,5.43%,Moderate Confusion
Transformer,MONDAY (42),92,WRONG (16),1,1.09%,Low Confusion
Transformer,MONDAY (42),92,CORRECT (17),2,2.17%,Low Confusion
Transformer,MONDAY (42),92,FAST (19),1,1.09%,Low Confusion
Transformer,MONDAY (42),92,ONE (20),1,1.09%,Low Confusion
Transformer,MONDAY (42),92,TWO (21),1,1.09%,Low Confusion
Transformer,MONDAY (42),92,SEVEN (26),1,1.09%,Low Confusion
Transformer,MONDAY (42),92,NINE (28),1,1.09%,Low Confusion
Transformer,MONDAY (42),92,MARCH (32),2,2.17%,Low Confusion
Transformer,MONDAY (42),92,APRIL (33),2,2.17%,Low Confusion
Transformer,MONDAY (42),92,JULY (36),1,1.09%,Low Confusion
Transformer,MONDAY (42),92,NOVEMBER (40),1,1.09%,Low Confusion
Transformer,MONDAY (42),92,TOMORROW (50),1,1.09%,Low Confusion
Transformer,MONDAY (42),92,YESTERDAY (51),2,2.17%,Low Confusion
Transformer,MONDAY (42),92,FATHER (52),2,2.17%,Low Confusion
Transformer,MONDAY (42),92,MOTHER (53),1,1.09%,Low Confusion
Transformer,MONDAY (42),92,DAUGHTER (55),2,2.17%,Low Confusion
Transformer,MONDAY (42),92,GRANDFATHER (56),1,1.09%,Low Confusion
Transformer,MONDAY (42),92,COUSIN (60),1,1.09%,Low Confusion
Transformer,MONDAY (42),92,PARENTS (61),1,1.09%,Low Confusion
Transformer,MONDAY (42),92,MAN (64),1,1.09%,Low Confusion
Transformer,MONDAY (42),92,WOMAN (65),1,1.09%,Low Confusion
Transformer,MONDAY (42),92,HARD OF HEARING (67),2,2.17%,Low Confusion
Transformer,MONDAY (42),92,MARRIED (71),1,1.09%,Low Confusion
Transformer,MONDAY (42),92,GREEN (73),1,1.09%,Low Confusion
Transformer,MONDAY (42),92,WHITE (77),2,2.17%,Low Confusion
Transformer,MONDAY (42),92,ORANGE (79),1,1.09%,Low Confusion
Transformer,MONDAY (42),92,PINK (81),1,1.09%,Low Confusion
Transformer,MONDAY (42),92,VIOLET (82),1,1.09%,Low Confusion
Transformer,MONDAY (42),92,FISH (87),1,1.09%,Low Confusion
Transformer,MONDAY (42),92,MEAT (88),2,2.17%,Low Confusion
Transformer,MONDAY (42),92,CHICKEN (89),1,1.09%,Low Confusion
Transformer,MONDAY (42),92,SPAGHETTI (90),1,1.09%,Low Confusion
Transformer,MONDAY (42),92,JUICE (97),1,1.09%,Low Confusion
Transformer,MONDAY (42),92,NO SUGAR (104),1,1.09%,Low Confusion
Transformer,TUESDAY (43),94,THANK YOU (7),1,1.06%,Low Confusion
Transformer,TUESDAY (43),94,YOURE WELCOME (8),1,1.06%,Low Confusion
Transformer,TUESDAY (43),94,SEE YOU TOMORROW (9),3,3.19%,Low Confusion
Transformer,TUESDAY (43),94,FAST (19),2,2.13%,Low Confusion
Transformer,TUESDAY (43),94,ONE (20),2,2.13%,Low Confusion
Transformer,TUESDAY (43),94,TEN (29),1,1.06%,Low Confusion
Transformer,TUESDAY (43),94,JANUARY (30),1,1.06%,Low Confusion
Transformer,TUESDAY (43),94,FEBRUARY (31),1,1.06%,Low Confusion
Transformer,TUESDAY (43),94,JUNE (35),1,1.06%,Low Confusion
Transformer,TUESDAY (43),94,SEPTEMBER (38),1,1.06%,Low Confusion
Transformer,TUESDAY (43),94,OCTOBER (39),1,1.06%,Low Confusion
Transformer,TUESDAY (43),94,NOVEMBER (40),1,1.06%,Low Confusion
Transformer,TUESDAY (43),94,MONDAY (42),2,2.13%,Low Confusion
Transformer,TUESDAY (43),94,WEDNESDAY (44),1,1.06%,Low Confusion
Transformer,TUESDAY (43),94,MOTHER (53),1,1.06%,Low Confusion
Transformer,TUESDAY (43),94,GRANDFATHER (56),2,2.13%,Low Confusion
Transformer,TUESDAY (43),94,GRANDMOTHER (57),1,1.06%,Low Confusion
Transformer,TUESDAY (43),94,AUNTIE (59),1,1.06%,Low Confusion
Transformer,TUESDAY (43),94,BOY (62),1,1.06%,Low Confusion
Transformer,TUESDAY (43),94,GIRL (63),1,1.06%,Low Confusion
Transformer,TUESDAY (43),94,MAN (64),1,1.06%,Low Confusion
Transformer,TUESDAY (43),94,HARD OF HEARING (67),2,2.13%,Low Confusion
Transformer,TUESDAY (43),94,DEAF BLIND (70),2,2.13%,Low Confusion
Transformer,TUESDAY (43),94,GRAY (80),1,1.06%,Low Confusion
Transformer,TUESDAY (43),94,BREAD (85),2,2.13%,Low Confusion
Transformer,TUESDAY (43),94,EGG (86),1,1.06%,Low Confusion
Transformer,TUESDAY (43),94,FISH (87),2,2.13%,Low Confusion
Transformer,TUESDAY (43),94,JUICE (97),1,1.06%,Low Confusion
Transformer,TUESDAY (43),94,MILK (98),1,1.06%,Low Confusion
Transformer,TUESDAY (43),94,WINE (102),2,2.13%,Low Confusion
Transformer,TUESDAY (43),94,SUGAR (103),1,1.06%,Low Confusion
Transformer,TUESDAY (43),94,NO SUGAR (104),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,GOOD MORNING (0),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,GOOD EVENING (2),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,IM FINE (5),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,UNDERSTAND (10),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,KNOW (12),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,NO (14),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,YES (15),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,WRONG (16),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,TWO (21),2,2.13%,Low Confusion
Transformer,WEDNESDAY (44),94,THREE (22),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,SIX (25),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,SEVEN (26),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,EIGHT (27),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,JANUARY (30),2,2.13%,Low Confusion
Transformer,WEDNESDAY (44),94,SEPTEMBER (38),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,TOMORROW (50),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,MOTHER (53),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,SON (54),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,DAUGHTER (55),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,AUNTIE (59),3,3.19%,Low Confusion
Transformer,WEDNESDAY (44),94,COUSIN (60),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,PARENTS (61),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,DEAF (66),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,HARD OF HEARING (67),3,3.19%,Low Confusion
Transformer,WEDNESDAY (44),94,WHITE (77),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,BREAD (85),2,2.13%,Low Confusion
Transformer,WEDNESDAY (44),94,FISH (87),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,SPAGHETTI (90),2,2.13%,Low Confusion
Transformer,WEDNESDAY (44),94,LONGANISA (92),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,SHRIMP (93),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,JUICE (97),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,COFFEE (99),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,TEA (100),1,1.06%,Low Confusion
Transformer,WEDNESDAY (44),94,SUGAR (103),1,1.06%,Low Confusion
Transformer,THURSDAY (45),98,HELLO (3),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,HOW ARE YOU (4),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,YOURE WELCOME (8),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,KNOW (12),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,DON'T KNOW (13),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,NO (14),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,ONE (20),2,2.04%,Low Confusion
Transformer,THURSDAY (45),98,SEVEN (26),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,NINE (28),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,MARCH (32),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,APRIL (33),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,MAY (34),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,SEPTEMBER (38),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,DECEMBER (41),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,TUESDAY (43),6,6.12%,Moderate Confusion
Transformer,THURSDAY (45),98,FATHER (52),2,2.04%,Low Confusion
Transformer,THURSDAY (45),98,MOTHER (53),2,2.04%,Low Confusion
Transformer,THURSDAY (45),98,SON (54),4,4.08%,Low Confusion
Transformer,THURSDAY (45),98,DAUGHTER (55),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,COUSIN (60),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,GIRL (63),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,MAN (64),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,WEELCHAIR PERSON (68),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,MARRIED (71),2,2.04%,Low Confusion
Transformer,THURSDAY (45),98,BLUE (72),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,GREEN (73),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,RED (74),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,BLACK (76),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,WHITE (77),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,ORANGE (79),2,2.04%,Low Confusion
Transformer,THURSDAY (45),98,PINK (81),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,VIOLET (82),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,BREAD (85),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,SHRIMP (93),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,MILK (98),1,1.02%,Low Confusion
Transformer,THURSDAY (45),98,WINE (102),2,2.04%,Low Confusion
Transformer,FRIDAY (46),93,GOOD MORNING (0),1,1.08%,Low Confusion
Transformer,FRIDAY (46),93,GOOD AFTERNOON (1),1,1.08%,Low Confusion
Transformer,FRIDAY (46),93,HELLO (3),1,1.08%,Low Confusion
Transformer,FRIDAY (46),93,NICE TO MEET YOU (6),3,3.23%,Low Confusion
Transformer,FRIDAY (46),93,YOURE WELCOME (8),1,1.08%,Low Confusion
Transformer,FRIDAY (46),93,SEE YOU TOMORROW (9),2,2.15%,Low Confusion
Transformer,FRIDAY (46),93,KNOW (12),2,2.15%,Low Confusion
Transformer,FRIDAY (46),93,NO (14),1,1.08%,Low Confusion
Transformer,FRIDAY (46),93,WRONG (16),2,2.15%,Low Confusion
Transformer,FRIDAY (46),93,CORRECT (17),1,1.08%,Low Confusion
Transformer,FRIDAY (46),93,SLOW (18),1,1.08%,Low Confusion
Transformer,FRIDAY (46),93,FAST (19),1,1.08%,Low Confusion
Transformer,FRIDAY (46),93,SIX (25),2,2.15%,Low Confusion
Transformer,FRIDAY (46),93,SEVEN (26),1,1.08%,Low Confusion
Transformer,FRIDAY (46),93,EIGHT (27),5,5.38%,Moderate Confusion
Transformer,FRIDAY (46),93,MARCH (32),1,1.08%,Low Confusion
Transformer,FRIDAY (46),93,YESTERDAY (51),1,1.08%,Low Confusion
Transformer,FRIDAY (46),93,FATHER (52),2,2.15%,Low Confusion
Transformer,FRIDAY (46),93,MOTHER (53),1,1.08%,Low Confusion
Transformer,FRIDAY (46),93,GRANDFATHER (56),1,1.08%,Low Confusion
Transformer,FRIDAY (46),93,UNCLE (58),1,1.08%,Low Confusion
Transformer,FRIDAY (46),93,GIRL (63),1,1.08%,Low Confusion
Transformer,FRIDAY (46),93,DEAF (66),2,2.15%,Low Confusion
Transformer,FRIDAY (46),93,HARD OF HEARING (67),1,1.08%,Low Confusion
Transformer,FRIDAY (46),93,BLUE (72),1,1.08%,Low Confusion
Transformer,FRIDAY (46),93,BLACK (76),1,1.08%,Low Confusion
Transformer,FRIDAY (46),93,ORANGE (79),1,1.08%,Low Confusion
Transformer,FRIDAY (46),93,BREAD (85),1,1.08%,Low Confusion
Transformer,FRIDAY (46),93,EGG (86),1,1.08%,Low Confusion
Transformer,FRIDAY (46),93,CHICKEN (89),1,1.08%,Low Confusion
Transformer,FRIDAY (46),93,RICE (91),1,1.08%,Low Confusion
Transformer,FRIDAY (46),93,HOT (95),1,1.08%,Low Confusion
Transformer,FRIDAY (46),93,SUGAR (103),2,2.15%,Low Confusion
Transformer,FRIDAY (46),93,NO SUGAR (104),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,NICE TO MEET YOU (6),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,UNDERSTAND (10),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,DON'T UNDERSTAND (11),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,NO (14),2,2.15%,Low Confusion
Transformer,SATURDAY (47),93,ONE (20),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,THREE (22),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,FIVE (24),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,TEN (29),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,MAY (34),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,JUNE (35),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,OCTOBER (39),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,MOTHER (53),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,SON (54),2,2.15%,Low Confusion
Transformer,SATURDAY (47),93,GRANDMOTHER (57),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,AUNTIE (59),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,GIRL (63),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,WOMAN (65),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,HARD OF HEARING (67),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,WEELCHAIR PERSON (68),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,MARRIED (71),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,BLUE (72),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,RED (74),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,YELLOW (78),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,ORANGE (79),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,GRAY (80),2,2.15%,Low Confusion
Transformer,SATURDAY (47),93,EGG (86),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,SPAGHETTI (90),2,2.15%,Low Confusion
Transformer,SATURDAY (47),93,LONGANISA (92),3,3.23%,Low Confusion
Transformer,SATURDAY (47),93,HOT (95),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,COLD (96),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,COFFEE (99),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,TEA (100),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,WINE (102),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,SUGAR (103),1,1.08%,Low Confusion
Transformer,SATURDAY (47),93,NO SUGAR (104),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,GOOD EVENING (2),2,2.15%,Low Confusion
Transformer,SUNDAY (48),93,THANK YOU (7),2,2.15%,Low Confusion
Transformer,SUNDAY (48),93,YOURE WELCOME (8),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,DON'T KNOW (13),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,NO (14),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,WRONG (16),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,SLOW (18),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,TWO (21),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,THREE (22),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,FIVE (24),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,EIGHT (27),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,JANUARY (30),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,FEBRUARY (31),2,2.15%,Low Confusion
Transformer,SUNDAY (48),93,SEPTEMBER (38),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,OCTOBER (39),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,NOVEMBER (40),2,2.15%,Low Confusion
Transformer,SUNDAY (48),93,MONDAY (42),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,FATHER (52),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,DAUGHTER (55),2,2.15%,Low Confusion
Transformer,SUNDAY (48),93,UNCLE (58),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,BOY (62),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,MAN (64),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,HARD OF HEARING (67),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,WEELCHAIR PERSON (68),2,2.15%,Low Confusion
Transformer,SUNDAY (48),93,BLIND (69),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,DEAF BLIND (70),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,GREEN (73),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,RED (74),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,WHITE (77),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,GRAY (80),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,PINK (81),2,2.15%,Low Confusion
Transformer,SUNDAY (48),93,LIGHT (83),3,3.23%,Low Confusion
Transformer,SUNDAY (48),93,DARK (84),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,EGG (86),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,CHICKEN (89),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,SPAGHETTI (90),1,1.08%,Low Confusion
Transformer,SUNDAY (48),93,SUGAR (103),2,2.15%,Low Confusion
Transformer,TODAY (49),91,GOOD MORNING (0),2,2.20%,Low Confusion
Transformer,TODAY (49),91,GOOD EVENING (2),1,1.10%,Low Confusion
Transformer,TODAY (49),91,HELLO (3),1,1.10%,Low Confusion
Transformer,TODAY (49),91,HOW ARE YOU (4),2,2.20%,Low Confusion
Transformer,TODAY (49),91,THANK YOU (7),3,3.30%,Low Confusion
Transformer,TODAY (49),91,CORRECT (17),1,1.10%,Low Confusion
Transformer,TODAY (49),91,ONE (20),1,1.10%,Low Confusion
Transformer,TODAY (49),91,TWO (21),3,3.30%,Low Confusion
Transformer,TODAY (49),91,FOUR (23),1,1.10%,Low Confusion
Transformer,TODAY (49),91,EIGHT (27),1,1.10%,Low Confusion
Transformer,TODAY (49),91,AUGUST (37),1,1.10%,Low Confusion
Transformer,TODAY (49),91,NOVEMBER (40),1,1.10%,Low Confusion
Transformer,TODAY (49),91,MOTHER (53),1,1.10%,Low Confusion
Transformer,TODAY (49),91,SON (54),1,1.10%,Low Confusion
Transformer,TODAY (49),91,DAUGHTER (55),2,2.20%,Low Confusion
Transformer,TODAY (49),91,GRANDMOTHER (57),1,1.10%,Low Confusion
Transformer,TODAY (49),91,AUNTIE (59),1,1.10%,Low Confusion
Transformer,TODAY (49),91,PARENTS (61),1,1.10%,Low Confusion
Transformer,TODAY (49),91,GIRL (63),1,1.10%,Low Confusion
Transformer,TODAY (49),91,WOMAN (65),1,1.10%,Low Confusion
Transformer,TODAY (49),91,DEAF (66),1,1.10%,Low Confusion
Transformer,TODAY (49),91,HARD OF HEARING (67),1,1.10%,Low Confusion
Transformer,TODAY (49),91,MARRIED (71),1,1.10%,Low Confusion
Transformer,TODAY (49),91,BROWN (75),1,1.10%,Low Confusion
Transformer,TODAY (49),91,WHITE (77),1,1.10%,Low Confusion
Transformer,TODAY (49),91,GRAY (80),2,2.20%,Low Confusion
Transformer,TODAY (49),91,PINK (81),1,1.10%,Low Confusion
Transformer,TODAY (49),91,BREAD (85),1,1.10%,Low Confusion
Transformer,TODAY (49),91,MEAT (88),1,1.10%,Low Confusion
Transformer,TODAY (49),91,SPAGHETTI (90),5,5.49%,Moderate Confusion
Transformer,TODAY (49),91,RICE (91),1,1.10%,Low Confusion
Transformer,TODAY (49),91,SHRIMP (93),1,1.10%,Low Confusion
Transformer,TODAY (49),91,JUICE (97),1,1.10%,Low Confusion
Transformer,TODAY (49),91,MILK (98),2,2.20%,Low Confusion
Transformer,TODAY (49),91,NO SUGAR (104),1,1.10%,Low Confusion
Transformer,TOMORROW (50),96,GOOD EVENING (2),3,3.13%,Low Confusion
Transformer,TOMORROW (50),96,YOURE WELCOME (8),1,1.04%,Low Confusion
Transformer,TOMORROW (50),96,SEE YOU TOMORROW (9),1,1.04%,Low Confusion
